time,nagents,#193,#194,#195,#196,#197,#198,#199,#200,#201,#202,#203
62,106,94,5,33,118.85,0.52,"Dict{String, Real}(""n_edges"" => 25, ""density"" => 0.004492362982929021, ""avg_degree"" => 0.3867924528301887, ""n_nodes"" => 106, ""max_degree"" => 7)",0.39887685655836114,"Dict(:p25 => 16.8125, :p75 => 52.5, :p50 => 25.7325, :p90 => 67.25, :p99 => 122.38725000000007, :p95 => 73.875)",5.101748298142645,24.20754716981132,0.42904307416285525
63,108,96,5,33,117.6,0.52,"Dict{String, Real}(""n_edges"" => 25, ""density"" => 0.004326756663205262, ""avg_degree"" => 0.37962962962962965, ""n_nodes"" => 108, ""max_degree"" => 7)",0.40129816015020014,"Dict(:p25 => 16.56875, :p75 => 52.0, :p50 => 26.1875, :p90 => 69.0, :p99 => 122.07015000000013, :p95 => 73.97500000000001)",5.15010549484081,24.74074074074074,0.42291112220004434
64,113,101,5,33,111.975,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 24, ""density"" => 0.0037926675094816687, ""avg_degree"" => 0.34513274336283184, ""n_nodes"" => 113, ""max_degree"" => 7)",0.4054246721139072,"Dict(:p25 => 16.0, :p75 => 51.75, :p50 => 26.0, :p90 => 68.3, :p99 => 123.0324000000002, :p95 => 75.2)",4.495916766905783,24.601769911504423,0.43274336283185844
65,114,104,5,35,104.21149999999999,0.5416666666666666,"Dict{String, Real}(""n_edges"" => 24, ""density"" => 0.0037261294829995344, ""avg_degree"" => 0.34210526315789475, ""n_nodes"" => 114, ""max_degree"" => 7)",0.3965203793563792,"Dict(:p25 => 15.71875, :p75 => 49.75, :p50 => 26.375, :p90 => 69.9, :p99 => 122.96885000000009, :p95 => 76.17500000000001)",4.7847479177942756,24.517543859649123,0.43281862975865426
66,126,116,5,35,125.0115,0.5555555555555556,"Dict{String, Real}(""n_edges"" => 25, ""density"" => 0.0031746031746031746, ""avg_degree"" => 0.3492063492063492, ""n_nodes"" => 126, ""max_degree"" => 7)",0.4074837938294651,"Dict(:p25 => 15.0, :p75 => 44.125, :p50 => 23.375, :p90 => 68.4925, :p99 => 122.51625, :p95 => 77.0)",3.1769713913769424,23.08730158730159,0.4714896844494645
67,129,121,6,36,134.959,0.5333333333333333,"Dict{String, Real}(""n_edges"" => 28, ""density"" => 0.003391472868217054, ""avg_degree"" => 0.37209302325581395, ""n_nodes"" => 129, ""max_degree"" => 7)",0.398440592473956,"Dict(:p25 => 14.75, :p75 => 40.0, :p50 => 23.340000000000003, :p90 => 67.9, :p99 => 123.65559999999999, :p95 => 74.06650000000003)",2.8762799984142955,22.674418604651162,0.4744716093553303
68,139,132,7,36,164.23399999999998,0.5277777777777778,"Dict{String, Real}(""n_edges"" => 34, ""density"" => 0.0035449900948806173, ""avg_degree"" => 0.4028776978417266, ""n_nodes"" => 139, ""max_degree"" => 7)",0.4072656341756653,"Dict(:p25 => 15.0, :p75 => 38.088750000000005, :p50 => 21.5, :p90 => 68.95, :p99 => 123.2400999999995, :p95 => 74.45275000000005)",2.391003285391253,21.48201438848921,0.49670163400425005
69,146,141,8,37,178.79649999999995,0.6190476190476191,"Dict{String, Real}(""n_edges"" => 40, ""density"" => 0.003778932451582428, ""avg_degree"" => 0.4520547945205479, ""n_nodes"" => 146, ""max_degree"" => 7)",0.41569182700785023,"Dict(:p25 => 14.0, :p75 => 33.90625, :p50 => 20.5, :p90 => 68.875, :p99 => 123.29524999999963, :p95 => 75.56250000000009)",1.9990440274704486,20.458904109589042,0.5047190794814056
70,152,148,8,38,209.14249999999996,0.5319148936170213,"Dict{String, Real}(""n_edges"" => 44, ""density"" => 0.0038340885325897525, ""avg_degree"" => 0.5, ""n_nodes"" => 152, ""max_degree"" => 7)",0.41509862694737887,"Dict(:p25 => 14.375, :p75 => 33.59375, :p50 => 20.3125, :p90 => 69.76250000000002, :p99 => 122.95394999999958, :p95 => 75.84987500000001)",2.1244249418645906,20.394736842105264,0.5071774193548388
71,155,152,8,39,211.80249999999998,0.48,"Dict{String, Real}(""n_edges"" => 46, ""density"" => 0.003854210305823209, ""avg_degree"" => 0.5161290322580645, ""n_nodes"" => 155, ""max_degree"" => 7)",0.41591775502855444,"Dict(:p25 => 14.0625, :p75 => 33.8825, :p50 => 20.5, :p90 => 69.09999999999998, :p99 => 123.28329999999954, :p95 => 77.34425)",1.9847475822627223,20.716129032258063,0.498544318421555
72,161,158,8,39,218.3275,0.4423076923076923,"Dict{String, Real}(""n_edges"" => 48, ""density"" => 0.0037267080745341614, ""avg_degree"" => 0.5093167701863354, ""n_nodes"" => 161, ""max_degree"" => 7)",0.41366471032274443,"Dict(:p25 => 14.125, :p75 => 31.875, :p50 => 19.5, :p90 => 68.5, :p99 => 122.9419999999995, :p95 => 78.27750000000003)",1.9132831018345773,20.906832298136646,0.4951303314474671
73,170,167,8,39,242.07750000000001,0.43859649122807015,"Dict{String, Real}(""n_edges"" => 50, ""density"" => 0.003480682213713888, ""avg_degree"" => 0.5117647058823529, ""n_nodes"" => 170, ""max_degree"" => 4)",0.41053387235944694,"Dict(:p25 => 13.499999999999996, :p75 => 30.75625, :p50 => 19.5, :p90 => 63.12499999999999, :p99 => 119.29505000000003, :p95 => 77.10000000000002)",2.0427236537988867,20.74705882352941,0.5004536433229374
74,176,173,8,39,253.775,0.43548387096774194,"Dict{String, Real}(""n_edges"" => 54, ""density"" => 0.0035064935064935067, ""avg_degree"" => 0.5284090909090909, ""n_nodes"" => 176, ""max_degree"" => 4)",0.415518391109865,"Dict(:p25 => 13.468749999999996, :p75 => 30.424999999999997, :p50 => 19.75, :p90 => 62.0, :p99 => 119.71375, :p95 => 76.87500000000004)",1.9759491001601546,21.005681818181817,0.49525567413381855
75,187,184,8,39,274.67499999999995,0.4411764705882353,"Dict{String, Real}(""n_edges"" => 57, ""density"" => 0.003277557357253752, ""avg_degree"" => 0.5454545454545454, ""n_nodes"" => 187, ""max_degree"" => 4)",0.42039951216103666,"Dict(:p25 => 12.625, :p75 => 30.104999999999997, :p50 => 19.5, :p90 => 61.22, :p99 => 119.0796999999998, :p95 => 75.61450000000002)",1.790958745605481,20.711229946524064,0.5037645788545684
76,186,185,9,40,267.175,0.35294117647058826,"Dict{String, Real}(""n_edges"" => 58, ""density"" => 0.003371113048532403, ""avg_degree"" => 0.543010752688172, ""n_nodes"" => 186, ""max_degree"" => 4)",0.4091153441609565,"Dict(:p25 => 13.03125, :p75 => 30.56875, :p50 => 20.0, :p90 => 62.0625, :p99 => 105.7769999999993, :p95 => 75.37500000000004)",1.8068386366098925,21.258064516129032,0.4830034645737813
77,193,192,9,40,262.538,0.4117647058823529,"Dict{String, Real}(""n_edges"" => 58, ""density"" => 0.003130397236614853, ""avg_degree"" => 0.5233160621761658, ""n_nodes"" => 193, ""max_degree"" => 4)",0.41517727942399274,"Dict(:p25 => 13.0, :p75 => 30.215000000000003, :p50 => 19.625, :p90 => 58.49500000000003, :p99 => 104.70939999999949, :p95 => 76.22)",1.819290556031398,21.45077720207254,0.4808415308753222
78,205,204,9,40,278.23799999999994,0.5142857142857142,"Dict{String, Real}(""n_edges"" => 58, ""density"" => 0.002773792443806791, ""avg_degree"" => 0.5073170731707317, ""n_nodes"" => 205, ""max_degree"" => 4)",0.41670337319877726,"Dict(:p25 => 13.0, :p75 => 27.125, :p50 => 19.0, :p90 => 55.74499999999999, :p99 => 103.12132999999997, :p95 => 73.98500000000004)",1.8081564843623559,21.13658536585366,0.49106741794396935
